Acid_Durability,Strength,Thickness,Elasticity,Class
7.068949240079147,5.008714046669631,8.60428436968298,3.709001213193093,Good
7.024255365068981,6.34796130252825,7.022830478175667,4.091038435441764,Good
4.606461546345756,4.432110552139243,8.22681009972212,4.33993966163189,Good
4.061107276902356,5.38157305495123,7.280872916013018,2.627189810706077,Good
3.572434122342753,5.882782559635752,5.519892528067414,4.438056079783392,Bad
6.225811154205056,2.673228848842845,5.05895386315501,4.489661437446186,Bad
5.837419311920053,4.1118819117947485,8.363614045105553,5.719634696901677,Bad
3.563356883828445,4.1769654936224745,8.352849025959149,2.0286535925438955,Good
5.421147959223047,4.601062365917207,3.1903396105535533,4.585665158244558,Bad
6.908342738708052,5.189041259097978,2.227050012462288,3.4996881064532843,Bad
7.51145929582707,2.9959262063947607,5.629078568034618,3.3180357204216504,Bad
4.637379279274054,5.949377056654979,3.55233253356859,4.522040257551026,Bad
7.270712582859985,3.980503055386611,0.6161190843195754,4.498377127241223,Bad
6.438940622490997,3.148860153591553,5.0888160047151,3.901660031142598,Bad
4.251640442226022,5.231539427808082,7.473847849505003,3.065989873668884,Good
3.900494838619567,4.182402021588253,7.761828854378882,4.637388291777062,Good
7.4237498935955735,4.028361523782506,2.9044488944487217,3.2385947551815972,Bad
6.973161550866356,5.382576093517979,7.8999196211616365,4.505666440888401,Good
5.404739670582117,5.2597948314782865,7.214213922865486,4.6350511729667385,Good
5.0516269465168335,6.451921767378607,6.799791925323786,2.186420154811962,Good
5.6778383673818045,5.565959942089208,7.427399640656191,2.9952657724820266,Good
6.17012294865823,4.863375382411253,7.420056420947225,5.832160253870958,Good
5.279046525258417,5.273813850500094,3.2204384913181574,4.148371169653923,Bad
4.764125430499037,4.5464210210353855,4.315080095349584,4.322857716889335,Bad
4.457749972011476,3.682444997056959,8.664232175534641,4.238659349766267,Good
6.771392774682521,4.653515573910783,7.81623009607893,5.628457138710927,Good
6.897683438163867,5.06811645763683,8.375053507964921,5.02923692018374,Good
3.335120620216108,4.84209272580725,6.3859146319789195,5.675350763433391,Good
7.45574384293882,2.671396614176274,4.273914666414008,3.8063705778303785,Bad
6.162710794730511,5.493607658372712,4.868588339769179,3.0761990075312506,Bad
7.497135820520802,4.2757200653157215,9.297892398936568,3.7336466004618813,Good
4.736255101388047,5.283700507504307,7.825677032121718,2.4481350399664494,Good
7.454848471161553,2.9912754900016534,2.831936113515972,4.415954163383788,Bad
5.120986917178642,5.167119273407402,3.4195291167325075,4.366178692469734,Bad
3.3273069571620155,1.351964725351198,8.647924668259252,9.713521314304916,Good
5.297503632653834,3.565270238835638,8.939663205613913,4.225005782178382,Good
6.834941337878152,3.7234676377107645,4.627949655990112,3.750445304727746,Bad
6.937124151238615,4.87175387628004,3.5449217917703875,3.1897448703374076,Bad
5.261432615724063,6.172518555142288,6.722358785044945,2.5125271763989545,Good
6.825869329497078,4.9829819369948245,0.14454606248277402,4.425390452204495,Bad
7.1102862068142105,6.601418863193217,7.569295175038428,3.0428638538259833,Good
3.313216932191168,4.214517159257182,4.368128991658356,6.902347728542875,Bad
6.7710626672407095,4.583736171646596,8.571159381593166,4.957195390786558,Good
4.3608452429904645,4.568904873562093,6.866230913146758,5.47426313707689,Good
8.102657563179326,6.807728765333767,7.0500100941500286,3.010865156082119,Good
7.193229690159972,2.6352242182311563,3.0567073186690097,4.523051107162189,Bad
6.9713804172020835,6.096103079940157,7.609877617486691,3.268780526331941,Good
5.698371797570606,5.186442874857451,2.8886212084592735,3.9724753259633845,Bad
4.53294035699379,1.9726263617747273,9.248677429567145,8.382515060286362,Good
4.481707907868918,5.654592810293733,6.681735120269244,3.6887636335679224,Bad
5.407033608995734,6.156590660008462,1.917519226495969,4.030356961811409,Bad
4.897070345360629,2.9387781278906107,8.867600481871538,5.377936821121823,Good
0.8867430241222547,2.460237029227247,8.280401296662346,5.289582096730479,Good
5.863754723332894,4.664473098476724,4.501556838373007,3.830641938160209,Bad
5.297209064167536,4.717089026741093,7.4110199676093735,4.638823664901352,Good
3.9865758657614494,2.9364508250527743,9.745098759209355,3.667257765650092,Good
5.580666639979659,4.4044282386391655,4.051365411955681,3.988943207347691,Bad
6.782029758444143,4.886660444162714,3.683044925457761,3.4021847260173077,Bad
7.291591999704186,5.140838617803465,8.475272392671084,3.5271323216410053,Good
5.30213780834374,4.893172535763023,2.975899970887881,4.73262956371583,Bad
3.2681452680350493,2.0405544165260943,8.689012876282684,7.037856797371644,Good
5.143168616152143,5.0355136034452155,4.944864873467311,4.672027810932807,Bad
6.37374991273285,5.315244158669277,7.385499680213494,5.337948476040745,Good
4.355128181055073,5.883554500922652,2.5586626675749864,4.278106964442028,Bad
1.5202828236495283,2.2355295770891557,8.445160936985141,6.139938115792564,Good
7.680946115112316,1.143301410077214,5.765314027816464,4.0445505021447214,Bad
6.611994697131714,5.150224389888839,8.322049458876943,3.231363360504394,Good
3.6811007949934287,4.294744268172482,7.846520827689205,3.0848757585319,Good
4.799230817321099,3.3145126422292077,3.9460592940443457,5.476761097969893,Bad
6.660429331203273,3.5938421458659024,9.526105147712531,6.071214125351139,Good
4.423226404750056,7.3873833042456205,3.506032561154022,3.120745307355187,Bad
4.936703084167128,4.8573755188653704,6.9869516209559315,4.883365188470658,Good
5.561043970172267,2.794884444120866,2.0051050241346924,5.62037422471235,Bad
3.5928550199322373,4.1910347858933825,6.605126816423774,6.791503716257417,Good
6.827974191080993,3.4924992942284385,2.952326500939029,4.431271649453349,Bad
4.641515140741937,4.225569949455722,8.009745677137094,5.383215608866755,Good
6.140732916810119,3.680991256144191,4.211341058742504,4.795324392297537,Bad
4.3605862620297176,3.7206025425553135,7.7041901273987365,6.239926041292064,Good
5.325883493033327,3.4464089744262543,9.196027156980396,4.238723057032129,Good
4.592950189258037,4.179274620719334,7.5736859753916494,5.372742987399358,Good
5.361325394015276,4.8869392153822,7.0971632584665425,4.998893566727537,Good
4.493051101371485,4.933109438162469,3.0502416178583585,5.237169333576653,Bad
6.416332712315769,4.730570392666289,8.408631375349348,2.8745281216638174,Good
5.204123432289929,5.52477719888937,2.6737004809501186,4.060126178966171,Bad
4.813806776652288,3.295511584412897,4.323169502899827,5.767725100489529,Bad
7.696529454689043,4.376071369447213,8.519406965035841,6.096654629061255,Good
7.0355844803788115,5.468372652365197,0.0,3.7131743217595985,Bad
5.774875384989334,4.965620047770811,2.1019556915548154,4.213732743418783,Bad
5.921384305805999,6.225299747954439,7.740927162715664,2.1579710455254055,Good
6.01089676831427,5.580700971739649,1.7726979911869658,3.8620750015335332,Bad
6.63443550581129,5.466045486770964,0.7084135041276856,3.9369142720555472,Bad
6.396022360849432,3.0188903047385596,3.5414213525249876,4.178903122313272,Bad
6.2567552538504305,5.69152511366253,1.6117299747295193,4.156352970889124,Bad
0.0,0.0,9.161194524521147,8.62501478913652,Good
5.2610263459763615,5.1750323458276615,5.195850432647799,3.8975681195653906,Bad
4.471956034011804,4.269203987228961,7.348387114654621,5.2025023202547604,Good
4.832643981910379,4.434027933173694,8.307972012469989,3.8889986746559653,Good
4.152402763912231,5.263092352779272,6.513390738010363,4.3241430962514045,Bad
5.9524278667025,5.873523826869837,0.4434870762414338,3.996988629947578,Bad
7.469456341929902,4.9288080278395245,7.907170906991418,5.285147606008744,Good
4.498955724457807,3.2293259303334714,8.498792782178533,5.518358896822514,Good
3.5775968094966655,4.366065976054177,7.284773215284764,4.061049752038846,Good
3.8340646767443904,4.298066382702788,6.5803908384061085,5.14126059762782,Bad
3.685963174850151,5.431998083818399,6.892749040840181,3.341008051474957,Good
1.9826942117176685,7.402697806085009,5.104844336677718,4.98842991721707,Bad
6.521973239897293,4.659481924900849,7.893689341222246,5.161161433459815,Good
5.001468659434966,5.909974008100405,4.336371447144046,3.567802974504093,Bad
4.880150125168675,4.779435462311764,7.642306175749174,3.885781893785673,Good
2.151439957426728,2.4892462749104958,8.569236588653334,5.9856429411681455,Good
6.124753634220567,5.783117092085028,7.135435594536772,4.068830424903732,Good
5.5456223723692135,4.7531475735167215,8.169688529729378,4.547921191103949,Good
6.3318550224286145,7.501616799681052,5.753650160999185,3.1256288498044524,Good
2.9789594846257743,6.299006634044981,4.524450225964437,5.050260139301029,Bad
4.949817260309668,6.828993926261236,3.612454456227365,3.7476680342211854,Bad
3.755946722658774,6.6252214440748824,3.8175105961937366,4.212192999096769,Good
5.615481331543907,5.342617202031525,6.751677195305476,5.434714470653854,Good
5.996656576724045,5.4275020061703145,7.678957862327513,3.4273837133729175,Good
2.6186530074874375,8.864644832694683,2.839300523424117,3.6938950594465854,Bad
6.8695262826411705,6.290473452355695,7.014838561556326,4.458226068196293,Good
3.597124499516074,8.931193162454212,1.6816371864606607,3.53151619891293,Bad
5.5942198667074585,4.9756534704579005,7.066532098586148,5.7259058734384745,Good
4.949089206568884,5.018973195802541,4.905331512910557,4.058153144647758,Bad
5.758412251702185,4.38924270481464,8.777842086619374,3.9893293760472215,Good
6.839523594218553,3.154874146271615,2.268944411344899,4.267229145561346,Bad
7.831839401874773,4.171358408331397,1.7047486673929546,3.3520718695758194,Bad
4.459121096596303,2.1557228200127545,8.827730542355605,8.060658598203636,Good
7.7669173283793,6.080735389930369,8.299936232444724,1.5026934351485834,Good
5.019801893254707,4.820509996784998,7.714688943926998,4.694510805636422,Good
6.905982901433548,4.85722441133894,8.539956657053697,4.065964743079256,Good
5.007597157602812,4.077805385515461,4.385784773861557,4.229328974401035,Bad
6.345006585606104,6.184150098371804,6.833200087789796,3.9202364720433107,Good
4.086995818896976,3.900297316061605,7.793536645693317,5.651588497209067,Good
5.058258946583171,4.0890096263847,8.037126030799172,5.6421379644714005,Good
3.8285232456107083,5.937037279832627,3.73151115456722,5.115146604940318,Bad
2.6645720697425834,3.431153132898638,5.62944401931227,6.301239243138095,Bad
4.3975753214756255,4.624415434845272,7.242641124816169,3.8291575907043045,Good
4.860407321094624,3.9353685334455832,8.246634816871424,5.065254946782639,Good
3.6803684319747703,4.408902492324385,7.062401414892765,4.899550543326437,Good
5.5576466656031,3.1457528058227386,6.039691327625509,4.386012408872918,Bad
5.370956676111386,3.292265996101946,9.110336749712728,4.0259691818987475,Good
5.027333034433491,7.219425137288557,1.8457233880654522,3.229769121793435,Bad
7.042920240987971,6.169999988514757,6.918242162519064,4.548179746667943,Good
6.497227901660362,3.877445199069889,3.02807478771045,3.9046309587974832,Bad
8.310886414400883,6.516069643763103,6.8900488428713516,4.413897551859694,Good
2.5335634604243578,2.856660073638222,8.232290683678581,5.978358463939497,Good
5.667954491789508,7.418844762988527,2.4741061428574014,3.000484859251602,Bad
3.806786173691483,5.974877020645357,4.982248771716705,4.0720840998343295,Bad
4.123303046920178,5.665299707852064,2.101130093651194,5.21118690629709,Bad
6.587703157485838,5.330864689432695,2.5010301130841683,3.236747631910668,Bad
6.827544378980757,6.9067896553189625,7.208086472764386,0.38210659855680734,Good
4.401852692542986,5.6825794614166645,4.098564005450848,4.8420006430871485,Bad
6.535098891224113,3.075844940356932,3.7480986467929513,4.679537332810425,Bad
6.738737477620662,4.576940644798015,2.110530839611419,3.6062369111003174,Bad
4.7433215715002195,3.0899391540328103,8.726172704016802,6.330014722872713,Good
6.556390003298715,3.157131013588916,4.9718047507294365,4.259354133652222,Bad
6.6836055865290955,4.0024975687869855,2.347311333147758,4.036512521376411,Bad
7.095581553598079,2.848743715800773,5.486388104190365,3.635911538521662,Bad
4.913370834517907,3.400773089746307,4.0465883561480815,4.924340709876452,Bad
5.629617802842526,6.036913962343751,6.730732948485912,5.145514005680102,Good
6.159469650749712,4.824410812019958,8.405895560038218,3.656315518123463,Good
5.308577988497063,5.2077115069350395,2.0745541754799026,4.2831821252271,Bad
5.985964955321592,3.584768269492049,8.590204466190318,6.604605893224092,Good
5.385176368117227,5.642632360660198,2.0235972768003383,4.615670115679868,Bad
6.006402582387023,3.4554050974809307,4.063325002963557,4.3735799701855544,Bad
10.0,8.424764480429157,5.617994755352486,3.154791233485288,Good
8.684173051532632,2.871521872413381,1.708530020719106,2.994510593835173,Bad
4.727478857923992,7.116475284832342,3.6623649673176484,3.4005165885777293,Bad
5.81275125107773,2.6301247906271015,3.6556776246678826,5.544530798949859,Bad
6.143672015108253,4.354364804929084,7.609809913451041,6.5011873130805125,Good
5.751393465800608,5.155040048688258,1.9446525063293811,3.7760855345202486,Bad
5.489780509714236,4.684522288693321,2.060895854753541,4.436170129834513,Bad
4.80122894379525,4.895235556955525,7.886824634797064,3.3880195171843552,Good
3.579952854259796,7.425761780190588,5.687645273495223,2.9129741383657457,Bad
6.2407774179940105,5.44281486507864,7.863234773397445,3.199297464194922,Good
3.9789373501994807,7.526127607059023,1.7475459167840963,4.711747274965537,Bad
3.799013414094763,3.765157526668308,7.3938776812978855,6.66681861006313,Good
6.41069265173365,7.8524320320532714,0.23345328808323043,2.8101057119537676,Bad
4.110550487846473,5.254926394719346,3.7233372300139145,5.062421073006509,Bad
7.119932145662621,3.0965012168215864,1.8706571499974423,4.812208043699164,Bad
5.241370753225056,4.536693732122286,3.9039348255791455,5.116918969291343,Bad
